Id,SalePrice
1461,124215.0
1462,147101.66666666666
1463,175339.5
1464,188560.0
1465,198378.73333333334
1466,179011.06666666668
1467,158536.66666666666
1468,173424.4
1469,176697.5
1470,126353.33333333333
1471,198268.93333333332
1472,94333.33333333333
1473,90585.0
1474,155461.66666666666
1475,145803.06666666668
1476,383426.4666666667
1477,255442.5
1478,304240.5333333333
1479,243425.63333333333
1480,424174.13333333336
1481,281825.6
1482,215117.06666666668
1483,175690.4
1484,175246.66666666666
1485,168372.23333333334
1486,206364.16666666666
1487,337974.9
1488,243843.63333333333
1489,200045.0
1490,195554.4
1491,188069.13333333333
1492,107235.86666666667
1493,179430.0
1494,290291.06666666665
1495,291383.3333333333
1496,224247.53333333333
1497,182580.0
1498,153733.23333333334
1499,153643.73333333334
1500,153913.9
1501,172133.33333333334
1502,153972.06666666668
1503,317923.8
1504,243097.5
1505,213242.66666666666
1506,183578.33333333334
1507,225410.0
1508,198646.66666666666
1509,170126.66666666666
1510,151471.66666666666
1511,151010.0
1512,174945.0
1513,152966.33333333334
1514,154120.0
1515,186326.66666666666
1516,150593.33333333334
1517,153245.83333333334
1518,128883.33333333333
1519,225797.0
1520,135971.66666666666
1521,142623.33333333334
1522,162153.33333333334
1523,114331.66666666667
1524,126821.66666666667
1525,126048.33333333333
1526,122261.13333333333
1527,100583.33333333333
1528,123241.1
1529,146433.33333333334
1530,167566.66666666666
1531,132114.56666666668
1532,105730.13333333333
1533,149285.0
1534,117143.33333333333
1535,169186.66666666666
1536,118455.0
1537,82600.36666666667
1538,190555.0
1539,273961.0
1540,116626.66666666667
1541,145361.66666666666
1542,150450.0
1543,203453.33333333334
1544,82923.33333333333
1545,101126.66666666667
1546,118720.0
1547,140286.66666666666
1548,132941.66666666666
1549,113487.03333333334
1550,136147.73333333334
1551,116060.0
1552,146466.06666666668
1553,144230.66666666666
1554,110877.06666666667
1555,164895.0
1556,100256.26666666666
1557,120515.3
1558,89503.33333333333
1559,122280.0
1560,144030.0
1561,152088.33333333334
1562,130115.0
1563,121070.0
1564,162964.13333333333
1565,159777.0
1566,217517.6
1567,86446.66666666667
1568,219232.33333333334
1569,148548.33333333334
1570,121343.33333333333
1571,132822.53333333333
1572,134972.5
1573,229002.6
1574,116675.0
1575,208169.53333333333
1576,206763.33333333334
1577,197414.26666666666
1578,150980.06666666668
1579,140878.33333333334
1580,191015.0
1581,146320.0
1582,128146.66666666667
1583,325580.23333333334
1584,241282.63333333333
1585,144656.66666666666
1586,74742.03333333334
1587,106593.33333333333
1588,153145.0
1589,103649.2
1590,133792.5
1591,108513.33333333333
1592,125392.83333333333
1593,113005.86666666667
1594,150996.16666666666
1595,124213.3
1596,230830.0
1597,161173.53333333333
1598,176724.2
1599,235898.53333333333
1600,191105.0
1601,75727.03333333334
1602,111576.66666666667
1603,90857.36666666667
1604,287570.0
1605,252765.16666666666
1606,159540.0
1607,169083.5
1608,205862.66666666666
1609,195674.93333333332
1610,161677.3
1611,151521.66666666666
1612,170397.73333333334
1613,162052.3
1614,115428.1
1615,88343.33333333333
1616,82523.33333333333
1617,89160.0
1618,127651.66666666667
1619,134566.66666666666
1620,163538.43333333332
1621,138110.6
1622,153722.76666666666
1623,286903.3333333333
1624,210846.66666666666
1625,134391.66666666666
1626,173143.33333333334
1627,188897.73333333334
1628,287344.3333333333
1629,175884.9
1630,357153.7
1631,224571.66666666666
1632,254100.03333333333
1633,165951.23333333334
1634,183040.0
1635,180090.96666666667
1636,153959.5
1637,175490.0
1638,218717.0
1639,178360.1
1640,250145.96666666667
1641,185890.0
1642,220992.6
1643,234582.43333333332
1644,221246.66666666666
1645,189071.66666666666
1646,149238.33333333334
1647,165115.66666666666
1648,141621.53333333333
1649,138778.33333333334
1650,124282.0
1651,126410.0
1652,93443.33333333333
1653,91450.0
1654,166137.33333333334
1655,148728.4
1656,154330.0
1657,155195.0
1658,160808.33333333334
1659,142373.33333333334
1660,143265.0
1661,391275.2
1662,363855.13333333336
1663,372553.6666666667
1664,427940.3333333333
1665,305934.8333333333
1666,330032.43333333335
1667,385637.23333333334
1668,326568.6666666667
1669,301694.2
1670,321205.4666666667
1671,257680.46666666667
1672,449432.0333333333
1673,301520.3
1674,255528.33333333334
1675,182248.33333333334
1676,179215.0
1677,213468.63333333333
1678,440436.43333333335
1679,364326.4666666667
1680,334604.0
1681,285106.36666666664
1682,303301.7
1683,187566.83333333334
1684,168180.9
1685,174741.06666666668
1686,172828.86666666667
1687,165765.63333333333
1688,185196.16666666666
1689,186561.33333333334
1690,180751.83333333334
1691,176371.66666666666
1692,280764.8
1693,164453.4
1694,187164.4
1695,163640.63333333333
1696,272275.63333333336
1697,165067.3
1698,330779.2
1699,344009.13333333336
1700,241800.0
1701,269976.43333333335
1702,263388.9
1703,260400.8
1704,296000.76666666666
1705,242758.3
1706,415749.86666666664
1707,222616.33333333334
1708,206312.2
1709,277252.8333333333
